vendor_id,total_orders,accepted_orders,avg_rating,cancellation_rate,complaints_count,performance
3295,4761,2108,4.4,0.11,20,Average
3296,244,156,4.5,0.44,36,Poor
3297,4046,1031,4.6,0.4,33,Poor
3298,538,412,3.7,0.38,96,Poor
3299,2254,2146,3.0,0.42,28,Poor
3300,2707,736,2.7,0.31,67,Poor
3301,3326,1827,4.4,0.25,95,Poor
3302,1152,563,4.7,0.19,59,Average
3303,1291,493,4.1,0.11,10,Average
3304,565,161,2.9,0.28,89,Poor
3305,442,270,4.8,0.44,81,Poor
3306,680,313,5.0,0.3,95,Poor
3307,3766,629,3.6,0.46,59,Poor
3308,1897,155,4.0,0.18,90,Average
3309,2705,2551,4.4,0.35,79,Poor
3310,1029,808,4.3,0.32,73,Poor
3311,4579,2881,4.9,0.34,33,Poor
3312,3452,574,2.8,0.32,32,Poor
3313,3921,1675,4.0,0.11,9,Average
3314,327,239,4.2,0.07,59,Average
3315,282,65,4.7,0.49,25,Poor
3316,1602,1279,4.7,0.02,24,Average
3317,3320,1091,4.9,0.23,1,Poor
3318,2459,2265,3.8,0.21,89,Poor
3319,3562,2151,4.6,0.18,83,Average
3320,75,50,3.6,0.39,2,Poor
3321,510,180,3.6,0.37,31,Poor
3322,3814,1471,3.1,0.45,0,Poor
3323,3481,2138,4.5,0.2,23,Poor
3324,3533,2587,5.0,0.28,49,Poor
3325,2044,2012,3.1,0.45,42,Poor
3326,540,71,2.6,0.5,43,Poor
3327,1122,1088,4.5,0.48,32,Poor
3328,3223,2360,4.1,0.36,37,Poor
3329,265,189,4.9,0.07,51,Average
3330,1773,831,3.1,0.01,34,Poor
3331,1642,1508,2.7,0.41,16,Poor
3332,2656,1928,3.7,0.42,57,Poor
3333,208,57,2.7,0.37,47,Poor
3334,4831,2447,3.2,0.14,42,Poor
3335,3363,3074,2.8,0.32,47,Poor
3336,2891,1786,3.1,0.16,43,Poor
3337,1826,1521,2.8,0.23,32,Poor
3338,2102,599,4.9,0.19,74,Average
3339,2345,1462,3.2,0.46,86,Poor
3340,1746,717,3.6,0.12,95,Average
3341,3043,1996,4.7,0.29,82,Poor
3342,2519,2510,4.2,0.18,75,Average
3343,1996,745,4.0,0.33,91,Poor
3344,3859,3823,4.3,0.28,1,Poor
3345,2833,305,4.6,0.46,9,Poor
3346,3694,1911,4.7,0.05,82,Average
3347,2550,589,4.1,0.11,27,Average
3348,3695,3639,4.7,0.38,46,Poor
3349,2695,1984,3.8,0.18,7,Average
3350,2399,1533,3.2,0.08,22,Poor
3351,1982,517,4.7,0.25,47,Poor
3352,3344,1937,3.9,0.33,93,Poor
3353,1807,724,4.8,0.02,91,Average
3354,1166,581,2.6,0.15,62,Poor
3355,2617,2018,3.5,0.4,76,Poor
3356,3549,51,4.9,0.26,36,Poor
3357,542,62,3.1,0.02,11,Poor
3358,3356,1936,4.9,0.14,73,Average
3359,669,370,4.9,0.32,80,Poor
3360,3282,1865,4.7,0.1,64,Average
3361,3873,578,3.9,0.41,85,Poor
3362,2430,2337,4.1,0.34,14,Poor
3363,1596,1456,4.7,0.24,79,Poor
3364,3613,962,4.4,0.46,83,Poor
3365,1655,1618,4.1,0.2,9,Poor
3366,3802,3110,5.0,0.12,41,Average
3367,4725,1390,4.2,0.33,25,Poor
3368,1940,1656,4.9,0.29,48,Poor
3369,1325,56,2.6,0.17,22,Poor
3370,2793,111,2.8,0.17,63,Poor
3371,2543,1863,3.6,0.2,16,Poor
3372,406,204,3.5,0.15,33,Poor
3373,919,747,4.5,0.36,56,Poor
3374,935,47,2.9,0.33,85,Poor
3375,2051,1591,4.9,0.22,3,Poor
3376,1333,391,3.3,0.2,70,Poor
3377,669,549,3.6,0.18,68,Average
3378,932,364,3.2,0.14,94,Poor
3379,846,438,3.9,0.04,82,Average
3380,3692,1239,2.6,0.13,67,Poor
3381,3475,2145,2.9,0.16,49,Poor
3382,1346,186,4.4,0.27,85,Poor
3383,4764,283,3.0,0.39,66,Poor
3384,294,227,3.1,0.2,86,Poor
3385,2945,2791,4.5,0.47,67,Poor
3386,979,290,2.7,0.41,87,Poor
3387,569,282,3.6,0.49,58,Poor
3388,3262,1549,2.6,0.44,77,Poor
3389,2459,1828,3.4,0.31,62,Poor
3390,57,41,4.2,0.3,66,Poor
3391,2575,1769,2.7,0.06,84,Poor
3392,3473,1929,4.7,0.36,25,Poor
3393,2069,1355,4.8,0.3,0,Poor
3394,4640,1217,2.8,0.25,93,Poor
3395,4332,2498,5.0,0.35,67,Poor
3396,3717,787,3.2,0.22,77,Poor
3397,3721,2530,2.7,0.26,17,Poor
3398,2851,120,2.5,0.2,11,Poor
3399,135,35,3.5,0.36,37,Poor
3400,3165,1752,4.1,0.44,41,Poor
3401,4282,1939,3.3,0.42,35,Poor
3402,2518,2311,4.6,0.39,15,Poor
3403,3669,1391,4.3,0.01,64,Average
3404,1686,1292,3.4,0.46,66,Poor
3405,3633,124,4.3,0.14,38,Average
3406,4059,713,4.9,0.44,98,Poor
3407,3376,1710,2.7,0.1,58,Poor
3408,2268,1330,3.3,0.22,78,Poor
3409,2267,1090,3.7,0.37,37,Poor
3410,2419,1086,3.7,0.32,15,Poor
3411,3688,3412,3.9,0.21,80,Poor
3412,2553,837,3.3,0.34,97,Poor
3413,993,240,4.2,0.27,73,Poor
3414,2887,1556,4.1,0.14,10,Average
3415,2710,2211,3.9,0.32,27,Poor
3416,2986,909,2.8,0.1,90,Poor
3417,4494,809,3.7,0.35,81,Poor
3418,3997,572,3.4,0.0,93,Poor
3419,1726,863,3.7,0.27,76,Poor
3420,1246,678,4.8,0.2,79,Poor
3421,4155,1038,3.7,0.15,1,Average
3422,2837,1973,2.5,0.26,19,Poor
3423,1511,1210,3.6,0.32,75,Poor
3424,3368,770,4.6,0.48,92,Poor
3425,716,268,4.5,0.42,71,Poor
3426,2226,794,3.8,0.36,37,Poor
3427,3793,2831,3.1,0.24,55,Poor
3428,650,376,3.7,0.2,83,Poor
3429,2702,711,3.9,0.02,98,Average
3430,4472,4349,5.0,0.18,38,Average
3431,3874,2091,4.1,0.42,30,Poor
3432,3956,3117,4.2,0.19,79,Average
3433,1029,400,3.7,0.23,22,Poor
3434,2501,1025,3.4,0.14,33,Poor
3435,678,365,4.5,0.14,95,Average
3436,1679,1421,3.7,0.03,16,Average
3437,3746,2589,5.0,0.31,23,Poor
3438,3480,2084,3.6,0.22,34,Poor
3439,3724,2312,2.7,0.3,22,Poor
3440,3979,2785,4.2,0.27,7,Poor
3441,2815,736,2.6,0.4,53,Poor
3442,4419,4060,3.1,0.38,86,Poor
3443,4830,1731,3.4,0.39,20,Poor
3444,165,137,4.3,0.25,18,Poor
3445,2053,28,3.7,0.18,30,Average
3446,742,617,2.6,0.47,49,Poor
3447,3212,42,4.0,0.03,70,Average
3448,1155,259,3.5,0.08,23,Poor
3449,3058,1628,4.8,0.21,45,Poor
3450,2211,2094,3.7,0.31,7,Poor
3451,203,112,4.3,0.0,76,Average
3452,3749,1124,3.0,0.36,2,Poor
3453,4460,3687,4.4,0.28,33,Poor
3454,3836,2266,4.3,0.24,76,Poor
3455,1114,794,4.8,0.21,56,Poor
3456,4250,111,2.6,0.26,57,Poor
3457,1963,870,3.6,0.08,95,Average
3458,1266,1127,4.2,0.05,34,Average
3459,2451,319,2.7,0.14,20,Poor
3460,1822,315,3.5,0.35,64,Poor
3461,2010,666,4.9,0.29,65,Poor
3462,2830,1497,3.6,0.24,56,Poor
3463,4854,1102,5.0,0.29,41,Poor
3464,4796,2976,2.6,0.28,42,Poor
3465,2921,1385,4.3,0.15,25,Average
3466,710,484,4.0,0.05,66,Average
3467,2685,2409,3.8,0.45,87,Poor
3468,2379,2129,4.9,0.3,25,Poor
3469,4004,795,2.8,0.35,7,Poor
3470,2500,1472,4.7,0.23,46,Poor
3471,1182,275,4.2,0.38,36,Poor
3472,749,725,3.1,0.29,71,Poor
3473,2088,1347,4.8,0.03,81,Average
3474,4697,634,3.6,0.45,17,Poor
3475,4550,264,4.5,0.15,75,Average
3476,4607,776,3.5,0.07,35,Poor
3477,2229,843,4.6,0.04,1,Excellent
3478,2888,2847,4.1,0.36,83,Poor
3479,923,755,2.9,0.35,2,Poor
3480,133,111,4.1,0.35,33,Poor
3481,1472,1455,3.0,0.46,45,Poor
3482,2725,1260,3.5,0.17,61,Poor
3483,3230,535,2.9,0.28,69,Poor
3484,4366,493,2.6,0.31,56,Poor
3485,4025,55,3.0,0.49,9,Poor
3486,1441,1221,3.8,0.16,87,Average
3487,3268,1430,3.7,0.48,17,Poor
3488,4257,1812,3.8,0.07,32,Average
3489,664,36,3.1,0.38,6,Poor
3490,3021,1754,4.2,0.32,44,Poor
3491,3615,849,4.3,0.41,28,Poor
3492,3626,3139,3.4,0.01,82,Poor
3493,4620,3962,4.7,0.04,37,Average
3494,320,181,4.1,0.03,38,Average
3495,4116,964,4.3,0.3,24,Poor
3496,2518,1531,3.2,0.3,16,Poor
3497,1440,450,2.5,0.45,60,Poor
3498,3404,2042,4.7,0.23,50,Poor
3499,4185,878,4.6,0.03,36,Average
3500,3657,3580,2.8,0.1,66,Poor
3501,2633,249,3.4,0.0,23,Poor
3502,4123,2437,4.2,0.39,81,Poor
3503,3125,197,4.1,0.41,48,Poor
3504,3956,3948,4.7,0.5,89,Poor
3505,339,75,2.9,0.21,20,Poor
3506,2530,1633,3.6,0.01,74,Average
3507,3302,3297,2.7,0.12,56,Poor
3508,328,300,3.5,0.29,40,Poor
3509,2974,1783,2.5,0.48,16,Poor
3510,630,101,4.7,0.05,20,Average
3511,303,269,3.8,0.06,67,Average
3512,4326,1236,4.6,0.35,95,Poor
3513,4826,4733,2.6,0.33,81,Poor
3514,874,208,3.1,0.13,63,Poor
3515,3882,3367,3.1,0.41,43,Poor
3516,749,93,3.5,0.06,27,Poor
3517,1430,1053,4.5,0.46,35,Poor
3518,3946,3726,3.5,0.1,36,Poor
3519,1723,235,3.0,0.04,43,Poor
3520,2777,2357,2.7,0.17,49,Poor
3521,3206,464,2.7,0.09,89,Poor
3522,3438,942,4.4,0.26,54,Poor
3523,4357,4308,3.6,0.34,87,Poor
3524,433,146,4.3,0.25,9,Poor
3525,391,308,4.2,0.33,37,Poor
3526,2037,2007,2.8,0.18,48,Poor
3527,4109,2650,2.9,0.01,71,Poor
3528,4989,1187,4.4,0.49,1,Poor
3529,3159,1450,4.3,0.41,43,Poor
3530,4132,3461,3.4,0.04,34,Poor
3531,4565,3532,2.7,0.22,20,Poor
3532,2848,1990,2.5,0.32,56,Poor
3533,3290,2848,3.2,0.1,90,Poor
3534,2038,915,2.5,0.29,22,Poor
3535,3464,939,3.1,0.27,31,Poor
3536,1899,1694,3.5,0.1,89,Poor
3537,355,71,2.8,0.07,70,Poor
3538,3663,2054,2.8,0.38,32,Poor
3539,2799,1572,4.7,0.16,16,Average
3540,1185,32,4.0,0.12,71,Average
3541,255,209,4.8,0.37,41,Poor
3542,4641,3054,3.4,0.37,16,Poor
3543,3500,2407,4.2,0.14,47,Average
3544,3861,2932,3.0,0.44,47,Poor
3545,3672,1917,4.0,0.34,81,Poor
3546,3649,1819,2.8,0.17,99,Poor
3547,2601,331,2.5,0.21,56,Poor
3548,4358,2800,4.8,0.36,60,Poor
3549,359,123,3.9,0.11,43,Average
3550,2758,358,4.8,0.23,22,Poor
3551,2041,1241,3.3,0.33,75,Poor
3552,321,319,3.3,0.27,86,Poor
3553,3692,3535,3.5,0.3,52,Poor
3554,4136,1192,4.3,0.27,32,Poor
3555,1872,780,3.9,0.1,55,Average
3556,3323,787,4.8,0.21,27,Poor
3557,4588,3049,2.6,0.27,22,Poor
3558,4399,2109,4.3,0.39,62,Poor
3559,570,221,3.3,0.33,6,Poor
3560,1026,989,3.0,0.21,1,Poor
3561,3772,3335,3.8,0.49,64,Poor
3562,3601,1712,3.8,0.05,3,Average
3563,4155,468,2.8,0.1,7,Poor
3564,2823,932,3.0,0.17,48,Poor
3565,2602,817,3.5,0.11,28,Poor
3566,2882,813,3.5,0.31,81,Poor
3567,3957,456,3.3,0.02,54,Poor
3568,202,144,2.9,0.09,36,Poor
3569,3014,1793,2.5,0.15,94,Poor
3570,2966,550,4.9,0.34,5,Poor
3571,2850,584,4.9,0.44,23,Poor
3572,1802,1640,3.7,0.4,78,Poor
3573,2660,1316,5.0,0.09,39,Average
3574,3925,3521,4.2,0.28,11,Poor
3575,1154,891,2.7,0.02,63,Poor
3576,2586,232,2.8,0.16,45,Poor
3577,4249,968,4.8,0.4,13,Poor
3578,3904,1147,4.1,0.23,26,Poor
3579,3544,211,4.6,0.07,36,Average
3580,1964,1732,4.7,0.22,76,Poor
3581,3122,1423,3.6,0.1,61,Average
3582,1056,724,2.6,0.2,66,Poor
3583,456,56,3.0,0.24,79,Poor
3584,216,140,2.7,0.17,75,Poor
3585,558,173,3.0,0.47,13,Poor
3586,1711,1685,3.5,0.28,97,Poor
3587,3714,590,2.8,0.42,94,Poor
3588,3539,1804,2.9,0.38,38,Poor
3589,4908,2307,3.6,0.33,4,Poor
3590,730,393,3.4,0.25,75,Poor
3591,2574,824,3.7,0.0,25,Average
3592,2170,818,3.6,0.31,80,Poor
3593,4727,3295,4.1,0.18,52,Average
3594,4407,630,4.8,0.06,62,Average
3595,1413,1393,2.8,0.22,10,Poor
3596,1381,707,2.7,0.37,32,Poor
3597,2342,1826,4.6,0.48,40,Poor
3598,1588,162,3.8,0.19,39,Average
3599,3458,3280,4.4,0.27,45,Poor
3600,610,291,3.0,0.43,3,Poor
3601,1149,445,4.6,0.17,95,Average
3602,1953,65,4.8,0.07,94,Average
3603,224,114,4.1,0.14,10,Average
3604,2206,2131,2.8,0.45,80,Poor
3605,2280,478,4.7,0.08,26,Average
3606,4337,1452,4.5,0.16,7,Average
3607,4210,2537,4.4,0.23,20,Poor
3608,3970,2877,2.6,0.42,96,Poor
3609,1547,525,4.5,0.47,4,Poor
3610,3904,1729,2.8,0.21,61,Poor
3611,3221,1116,3.1,0.47,31,Poor
3612,1617,103,3.9,0.08,88,Average
3613,1201,78,3.2,0.08,57,Poor
3614,418,40,4.2,0.47,71,Poor
3615,4996,2224,4.0,0.25,26,Poor
3616,92,82,2.8,0.09,25,Poor
3617,1957,1372,4.1,0.24,39,Poor
3618,3540,1616,4.8,0.39,28,Poor
3619,2585,595,2.9,0.41,72,Poor
3620,4223,699,4.0,0.43,81,Poor
3621,2923,222,3.4,0.28,6,Poor
3622,1874,1684,3.6,0.43,20,Poor
3623,1343,1149,3.2,0.26,79,Poor
3624,4819,3924,3.4,0.3,66,Poor
3625,4846,3213,2.6,0.38,95,Poor
3626,4904,337,5.0,0.21,9,Poor
3627,3436,1225,4.1,0.04,61,Average
3628,3022,1658,3.8,0.18,95,Average
3629,3972,3407,3.5,0.31,7,Poor
3630,1042,833,3.8,0.1,95,Average
3631,2436,1816,3.5,0.07,3,Poor
3632,2290,425,3.4,0.15,28,Poor
3633,1526,1005,3.7,0.02,11,Average
3634,3457,3016,3.2,0.37,99,Poor
3635,439,89,3.0,0.13,50,Poor
3636,1049,514,3.9,0.06,18,Average
3637,4670,698,4.6,0.35,30,Poor
3638,1905,1290,2.9,0.42,25,Poor
3639,708,562,2.6,0.01,5,Poor
3640,2813,1567,3.1,0.12,28,Poor
3641,3713,3334,4.9,0.47,16,Poor
3642,1531,1379,4.6,0.19,19,Average
3643,3781,1465,4.0,0.47,41,Poor
3644,501,342,4.8,0.14,46,Average
3645,2525,2261,3.6,0.11,73,Average
3646,3272,2375,5.0,0.11,69,Average
3647,1587,525,3.2,0.04,95,Poor
3648,3143,300,3.1,0.45,1,Poor
3649,932,822,4.1,0.49,73,Poor
3650,4458,2782,3.4,0.48,36,Poor
3651,4118,1266,4.1,0.43,90,Poor
3652,4985,1792,3.3,0.42,18,Poor
3653,2616,2184,4.0,0.33,40,Poor
3654,3327,3035,3.2,0.41,15,Poor
3655,424,211,2.6,0.1,83,Poor
3656,4596,2855,4.8,0.19,59,Average
3657,3747,2685,4.7,0.32,56,Poor
3658,3112,2037,4.9,0.44,99,Poor
3659,4740,2583,4.3,0.33,63,Poor
3660,3300,326,4.2,0.42,4,Poor
3661,4645,551,3.9,0.24,17,Poor
3662,4609,4237,2.8,0.36,71,Poor
3663,162,156,3.0,0.49,12,Poor
3664,3247,611,3.2,0.08,73,Poor
3665,2428,1495,4.7,0.46,35,Poor
3666,1974,1212,2.9,0.26,18,Poor
3667,189,78,4.8,0.32,30,Poor
3668,1474,320,3.8,0.44,99,Poor
3669,2999,2620,4.3,0.2,92,Poor
3670,3218,1593,2.8,0.21,22,Poor
3671,566,136,3.2,0.26,31,Poor
3672,2666,1830,4.9,0.01,10,Good
3673,937,801,3.2,0.25,65,Poor
3674,3154,418,3.2,0.15,95,Poor
3675,99,22,3.0,0.46,4,Poor
3676,4001,2872,2.8,0.04,94,Poor
3677,3610,2565,3.1,0.23,12,Poor
3678,68,65,4.1,0.47,85,Poor
3679,4871,4643,3.6,0.45,63,Poor
3680,1523,417,3.9,0.35,34,Poor
3681,4111,3356,2.8,0.29,82,Poor
3682,2656,1794,4.5,0.14,28,Average
3683,501,282,4.5,0.18,22,Average
3684,3815,1441,2.6,0.05,82,Poor
3685,2488,1689,3.5,0.39,79,Poor
3686,4360,455,2.7,0.16,94,Poor
3687,1599,859,4.5,0.33,15,Poor
3688,3524,379,4.3,0.18,25,Average
3689,177,148,4.8,0.23,2,Poor
3690,4905,2701,3.1,0.28,22,Poor
3691,2811,1670,3.6,0.4,56,Poor
3692,4506,1265,3.0,0.11,8,Poor
3693,4714,2281,3.4,0.2,50,Poor
3694,1465,935,3.8,0.07,87,Average
3695,251,99,2.6,0.04,32,Poor
3696,2419,1818,4.3,0.3,77,Poor
3697,567,154,3.9,0.09,91,Average
3698,1391,773,4.6,0.03,23,Average
3699,4826,4501,3.2,0.45,49,Poor
3700,2038,1346,4.8,0.27,51,Poor
3701,3595,1825,5.0,0.07,70,Average
3702,4570,3378,4.8,0.03,37,Average
3703,3852,1605,4.4,0.06,43,Average
3704,3325,1232,4.5,0.24,88,Poor
3705,3704,3388,3.9,0.33,55,Poor
3706,2484,1569,3.0,0.32,65,Poor
3707,4923,408,4.2,0.07,44,Average
3708,257,222,4.3,0.32,51,Poor
3709,2683,723,5.0,0.2,0,Poor
3710,4167,2840,3.9,0.23,86,Poor
3711,203,132,3.2,0.4,81,Poor
3712,3416,883,4.2,0.17,63,Average
3713,4364,1079,4.9,0.07,7,Good
3714,4814,4194,2.9,0.44,97,Poor
3715,1568,1318,3.3,0.11,42,Poor
3716,2650,1321,3.9,0.15,7,Average
3717,2245,693,2.9,0.35,28,Poor
3718,4548,2379,2.6,0.34,12,Poor
3719,4741,4319,3.3,0.4,0,Poor
3720,3604,1004,4.7,0.09,28,Average
3721,2464,1995,2.6,0.18,49,Poor
3722,2899,36,3.6,0.06,36,Average
3723,1792,1757,4.4,0.27,0,Poor
3724,1356,495,4.9,0.15,68,Average
3725,3899,3602,5.0,0.34,47,Poor
3726,4218,1036,3.6,0.0,54,Average
3727,4626,229,4.9,0.03,65,Average
3728,4705,518,2.6,0.22,62,Poor
3729,4890,448,4.4,0.48,21,Poor
3730,4245,3659,4.1,0.45,93,Poor
3731,2605,1349,3.1,0.5,10,Poor
3732,2355,2125,3.8,0.21,28,Poor
3733,4558,1573,2.8,0.02,2,Poor
3734,1138,1013,4.7,0.15,44,Average
3735,2692,2589,3.4,0.34,76,Poor
3736,1227,600,4.1,0.07,2,Good
3737,4966,1896,2.9,0.15,73,Poor
3738,4807,1087,3.0,0.03,67,Poor
3739,3044,1526,5.0,0.24,13,Poor
3740,609,512,4.4,0.1,86,Average
3741,3014,2566,4.9,0.05,80,Average
3742,1321,1061,3.2,0.21,64,Poor
3743,1863,624,2.9,0.18,56,Poor
3744,2965,967,3.8,0.27,14,Poor
3745,659,313,3.7,0.37,59,Poor
3746,2511,1191,2.9,0.06,53,Poor
3747,4170,191,4.3,0.4,1,Poor
3748,333,70,3.4,0.01,81,Poor
3749,2978,550,3.0,0.22,63,Poor
3750,4446,1163,3.3,0.29,85,Poor
3751,1141,85,3.9,0.48,27,Poor
3752,866,160,4.3,0.29,93,Poor
3753,132,81,3.7,0.08,76,Average
3754,1970,1549,3.8,0.26,66,Poor
3755,3541,208,2.8,0.2,2,Poor
3756,3194,177,4.8,0.24,52,Poor
3757,2143,1990,4.8,0.1,25,Average
3758,4763,265,4.2,0.25,3,Poor
3759,225,107,2.5,0.08,15,Poor
3760,2754,2397,3.8,0.37,91,Poor
3761,4987,869,4.1,0.3,71,Poor
3762,419,294,5.0,0.04,53,Average
3763,1868,1114,5.0,0.44,15,Poor
3764,2151,1356,4.6,0.31,30,Poor
3765,4835,4006,2.7,0.16,86,Poor
3766,3540,2146,4.9,0.02,1,Excellent
3767,1829,188,4.0,0.32,72,Poor
3768,1414,829,4.5,0.19,90,Average
3769,4512,3050,3.5,0.45,44,Poor
3770,3392,2247,3.3,0.02,53,Poor
3771,4789,2327,3.7,0.02,58,Average
3772,3726,1529,2.9,0.47,58,Poor
3773,2476,1815,3.4,0.48,21,Poor
3774,122,24,4.6,0.01,33,Average
3775,3012,2364,2.6,0.36,72,Poor
3776,909,639,2.9,0.11,96,Poor
3777,3906,2922,2.8,0.35,55,Poor
3778,4188,2427,3.5,0.43,33,Poor
3779,2474,2184,5.0,0.05,98,Average
3780,1114,376,2.9,0.12,25,Poor
3781,2267,1697,2.9,0.01,70,Poor
3782,4067,1231,4.8,0.02,44,Average
3783,2309,1324,4.7,0.01,90,Average
3784,3801,1554,2.6,0.4,75,Poor
3785,2136,1509,4.4,0.15,80,Average
3786,418,134,4.1,0.25,20,Poor
3787,2854,1983,4.4,0.39,42,Poor
3788,200,101,3.7,0.25,85,Poor
3789,1184,541,5.0,0.21,89,Poor
3790,2834,218,2.6,0.01,38,Poor
3791,4214,1807,3.1,0.28,12,Poor
3792,2396,1093,3.5,0.06,41,Poor
3793,4947,1185,3.6,0.38,44,Poor
3794,2300,1826,4.8,0.13,86,Average
3795,110,35,3.9,0.34,50,Poor
3796,3060,1557,2.6,0.32,93,Poor
3797,3951,2737,3.5,0.31,16,Poor
3798,1387,1073,3.5,0.13,90,Poor
3799,1234,1125,4.9,0.13,83,Average
3800,4476,4146,4.0,0.43,62,Poor
3801,1601,1027,4.1,0.01,6,Good
3802,4483,679,4.3,0.09,54,Average
3803,1679,196,4.4,0.31,3,Poor
3804,1377,389,4.1,0.41,30,Poor
3805,1576,566,3.1,0.18,93,Poor
3806,1723,554,4.7,0.33,94,Poor
3807,1411,1149,4.3,0.28,55,Poor
3808,1623,116,4.4,0.03,3,Good
3809,2736,2297,5.0,0.31,81,Poor
3810,4420,2294,4.5,0.41,83,Poor
3811,2416,390,4.6,0.5,39,Poor
3812,3807,1143,4.9,0.01,46,Average
3813,2484,1488,2.9,0.33,49,Poor
3814,2043,1511,3.7,0.21,22,Poor
3815,919,74,4.0,0.0,50,Average
3816,1064,443,3.3,0.31,37,Poor
3817,1961,334,4.6,0.06,8,Good
3818,652,147,4.4,0.19,60,Average
3819,3871,2099,4.3,0.13,79,Average
3820,740,112,5.0,0.18,20,Average
3821,543,538,3.1,0.25,8,Poor
3822,539,277,4.3,0.18,24,Average
3823,2606,1945,3.9,0.28,35,Poor
3824,4535,2819,3.3,0.12,42,Poor
3825,344,125,2.9,0.32,77,Poor
3826,4077,1591,4.7,0.43,80,Poor
3827,2893,435,4.0,0.11,27,Average
3828,2962,2624,4.6,0.25,63,Poor
3829,1767,1352,3.9,0.32,44,Poor
3830,2646,2433,3.0,0.28,55,Poor
3831,4794,1564,3.3,0.18,47,Poor
3832,1923,1502,3.5,0.32,7,Poor
3833,4713,2666,4.9,0.01,13,Good
3834,3308,2398,2.5,0.18,14,Poor
3835,2867,708,5.0,0.27,38,Poor
3836,494,149,5.0,0.01,24,Average
3837,3691,2078,5.0,0.25,62,Poor
3838,4508,1165,3.7,0.33,58,Poor
3839,791,254,4.9,0.38,74,Poor
3840,2091,1374,3.5,0.06,28,Poor
3841,729,562,2.6,0.5,2,Poor
3842,2517,2415,3.1,0.3,38,Poor
3843,3747,3025,4.9,0.18,21,Average
3844,1408,431,2.5,0.12,40,Poor
3845,112,44,3.9,0.29,19,Poor
3846,2609,1255,2.7,0.44,18,Poor
3847,3819,111,3.2,0.26,12,Poor
3848,4401,4012,2.7,0.33,90,Poor
3849,184,94,4.6,0.18,18,Average
3850,3694,3558,4.0,0.19,79,Average
3851,4967,974,4.8,0.14,65,Average
3852,2185,1271,4.2,0.35,64,Poor
3853,3328,213,4.9,0.18,2,Average
3854,872,549,3.8,0.1,23,Average
3855,3124,2912,4.1,0.18,37,Average
3856,3031,1286,3.9,0.43,1,Poor
3857,170,152,3.7,0.37,55,Poor
3858,1687,1319,4.6,0.17,79,Average
3859,974,469,4.1,0.45,92,Poor
3860,694,658,4.5,0.04,36,Average
3861,2082,1630,4.5,0.02,3,Good
3862,2811,1617,3.0,0.06,77,Poor
3863,2118,717,4.1,0.06,80,Average
3864,291,197,3.0,0.04,43,Poor
3865,2718,2065,4.0,0.33,44,Poor
3866,852,697,4.2,0.3,80,Poor
3867,4214,2762,5.0,0.32,83,Poor
3868,245,47,2.6,0.34,46,Poor
3869,2237,349,2.7,0.38,92,Poor
3870,3565,489,2.7,0.1,25,Poor
3871,2380,553,3.5,0.31,80,Poor
3872,2409,1982,4.6,0.29,75,Poor
3873,4891,4582,4.6,0.47,91,Poor
3874,3656,3044,4.3,0.12,8,Average
3875,326,115,4.7,0.03,95,Average
3876,110,71,3.3,0.33,97,Poor
3877,3440,1975,2.7,0.37,79,Poor
3878,1963,943,2.6,0.14,47,Poor
3879,3977,2401,4.6,0.29,30,Poor
3880,2641,973,4.3,0.03,54,Average
3881,616,439,4.2,0.48,90,Poor
3882,3985,3417,3.3,0.05,92,Poor
3883,1621,1041,3.4,0.03,0,Poor
3884,4767,1692,4.9,0.02,90,Average
3885,1250,808,2.7,0.21,95,Poor
3886,4459,3664,4.4,0.05,58,Average
3887,2904,2317,3.3,0.37,10,Poor
3888,2945,1339,2.6,0.45,98,Poor
3889,1286,203,4.4,0.13,1,Average
3890,186,23,3.3,0.31,45,Poor
3891,1079,818,4.3,0.02,0,Good
3892,2206,1710,4.3,0.19,69,Average
3893,2644,2253,3.8,0.15,70,Average
3894,711,428,4.4,0.11,65,Average
3895,2522,1816,4.0,0.32,1,Poor
3896,2727,646,3.2,0.07,68,Poor
3897,2358,2075,4.3,0.43,12,Poor
3898,136,28,4.0,0.33,18,Poor
3899,2562,802,2.5,0.36,82,Poor
3900,2992,1527,4.8,0.47,46,Poor
3901,2823,1804,3.9,0.47,0,Poor
3902,2554,794,4.7,0.28,98,Poor
3903,3360,1779,4.7,0.25,17,Poor
3904,1750,1026,3.6,0.17,31,Average
3905,3720,3462,3.8,0.36,95,Poor
3906,2750,696,3.5,0.27,71,Poor
3907,3679,3174,3.6,0.47,10,Poor
3908,4640,1850,4.7,0.12,19,Average
3909,1697,1689,4.5,0.16,7,Average
3910,3368,230,2.8,0.16,91,Poor
3911,3737,1356,4.0,0.4,84,Poor
3912,646,623,5.0,0.05,37,Average
3913,4595,1380,4.0,0.23,5,Poor
3914,534,509,4.5,0.21,1,Poor
3915,695,422,4.4,0.04,73,Average
3916,3139,2706,3.4,0.21,72,Poor
3917,4807,210,3.4,0.26,54,Poor
3918,4903,862,4.3,0.03,2,Good
3919,4434,354,3.7,0.25,65,Poor
3920,770,541,3.9,0.48,99,Poor
3921,4783,1130,4.3,0.49,71,Poor
3922,548,81,4.4,0.27,72,Poor
3923,4779,406,3.2,0.26,25,Poor
3924,1723,1189,2.9,0.14,97,Poor
3925,3117,2220,3.2,0.5,47,Poor
